is_normal_index,precision@1,recall@1,f1@1,precision@2,recall@2,f1@2,precision@3,recall@3,f1@3,precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,mrr,map,total_queries
False,0.41319999999999996,0.41319999999999996,0.41319999999999996,0.2716,0.5432,0.3621333333333333,0.20426666666666665,0.6128,0.3064,0.13488,0.6744,0.22480000000000003,0.07708000000000001,0.7708,0.14014545454545455,0.5283598412698413,0.5283598412698413,2000.0
True,0.40120000000000006,0.40120000000000006,0.40120000000000006,0.2644,0.5288,0.3525333333333333,0.1988,0.5963999999999999,0.29819999999999997,0.13391999999999998,0.6696,0.2232,0.07372000000000001,0.7372,0.13403636363636365,0.5136485714285715,0.5136485714285715,2000.0
